,Title,Review,Rating
26076,Excellent,This laptop is beast. must buy!!,5
26077,Perfect product!,Excellent laptop,5
26078,Great product,"Nyc And Value For Money. My Dream Comes True . I Always Want Editing Laptop, Gaming Laptop, Programming Laptop And Office Laptop. This Laptop Is All In One..❤️❤️❤️❤️",5
26079,Best in the market!,"I have been using 10 years old samsung budget laptop,when I shifted to this, the performance was lot lot better and it starts with in a seconds, every app i open,opens fasters, man I'm loving it a lot.... my only concern was battery, it was not good, on a normal use I'm getting hardly 3 hours",5
26080,Mind-blowing purchase,Best product in this price range,5
26081,Just wow!,"You are not gonna regret it,I bought It 6 months ago it's stunning performance works smooth with windows 11,I played even gta 5 and some games ,super performance",5
26082,Terrific,Good product but not provided bag at this price range laptop bag must be provided but overall good product and valuable,5
26083,Worth every penny,Best,5
26084,Simply awesome,Superb laptop at this price range...you can play heavy games at high graphic very smoothly... only one drawback is little bit heating on playing heavy softwares and games in it but it can ignorable infront of the other pros of laptop at this price range.,5
26085,Mind-blowing purchase,Good Product and worth the price,5
26086,Awesome,It's very worth it for us,5
26087,Terrific purchase,"Please, provide a lappy bag with this product for free so it can help more people and the saling of this product can leads to more people eye bolls.",5
26088,Perfect product!,Performance is best and display is log and battery is good autocad software is running good,5
26089,Highly recommended,Awesome Product in this range.,5
26090,Terrific purchase,Overall satisfied with the product,5
26091,Worth every penny,"Good product at this cost , less than 50k. Thanks Flipkart.",5
26092,Just wow!,"Delivered on Jan 28 2022
Boot up with latest updates Windows 11",5
26093,Perfect product!,"It's the best value for money when it comes in offer, around 50k.

Loved the product. Useful for both office workers and gamers.
Most important, externally no one will note that this is a gaming laptop, but It is.
Just fab❤️",5
26094,Terrific,Osm laptop for students 🤩,5
26095,Simply awesome,"Along with the laptop, laptop bag should also be provided, otherwise it's fabulous at it's price range.Just go for it....!!",5
26096,Best in the market!,"good product ,but battery runs very low, improve it thank you.",5
26097,Best in the market!,Best on the price,5
26098,Perfect product!,Everything is great but it has a little bit of heating issue while heavy gaming.,5
26099,Wonderful,Very good,5
26100,Terrific,Awesome product,5
26101,Terrific purchase,"Bought this lap and felt so satisfied with its performance and cost, If you are buying a laptop in 50K range then no more thinking go for it😇",5
26102,Simply awesome,Overall good laptop in this price,5
26103,Just wow!,Great value of money,5
26104,Best in the market!,"Amazing performance, good looks, worth money",5
26105,Mind-blowing purchase,Nyc,5
26106,Brilliant,"Just got the product and the first impression is very good
I got it for 50k",5
26107,Terrific purchase,After using more than 1 week. This laptop is amazing in performance. Using for my 3D softwares. Working superb till now. Booting time is lightening fast.,5
26108,Classy product,I am using it for around 3 months ans it work same as brand new .... I worth it,5
26109,Best in the market!,Best laptop you can ever get ...full value for money,5
26110,Simply awesome,awesome product in such price ....better performance in everything,5
26111,Mind-blowing purchase,Good for gaming,5
26112,Super!,Smooth performance like mobile🔥🔥🔥🔥,5
26113,Best in the market!,Best laptop on this price segment... Strongly recommend to buy this product..Best for gaming on that price segment,5
26114,Perfect product!,Great purchase,5
26115,Wonderful,Nice product 😊,5
26116,Terrific purchase,"As of now everything seems to be good .
Will update after 15 days.",5
26117,Mind-blowing purchase,Good product,5
26118,Terrific purchase,"Nice product
Value for money",5
26119,Fabulous!,I have purchased this laptop from day 1 it working smoothly and slightly heat in keyboard on more tasks,5
26120,Classy product,Good product,5
26121,Must buy!,Awesome laptop specialy keyboard is good and volume is loudly than other laptop,5
26122,Wonderful,"First we have to highly appreciate to Flipkart because they provided product without single damage or any mistake so 5 start for this , Btw some people may get Non Acer branding Charger so no need to panic just check is that 135w no issue about this , aspire 7 don't have fingerprint so it would be better if it has fingerprint and overall liked this acer aspire 7",5
26123,Mind-blowing purchase,"Best one in this budget, no doubt you can grab it",5
26124,Great product,Good Ill go simple and straight it’s is good for gaming and you’ll get 60fps in every thing don’t worry,5
26125,Perfect product!,Good product,5
26126,Excellent,Best purchase,5
26127,Classy product,Everything is awesome,5
26128,Terrific purchase,Amazing mind-blowing,5
26129,Highly recommended,Got windows 11 update,5
26130,Wonderful,Really nice 😊😊,5
26131,Fabulous!,JUST SUPERB IN SUCH A LOW PRICE RANGE JUST GO FOR IT .,5
26132,Great product,"Pros
Beast Performance
Good build quality
Professional Design
Cons
Very Low sound (if you use external speaker or headphones then no issues)
Screen bleeding(medium)(which is I think common to every LCD screen display)
Battery Backup is less than 3 hours without using heavy applications. (With heavy applications less than 1 hour)

Overall it's the best laptop under 50k for performance 😊",5
26133,Perfect product!,NICE,5
26134,Perfect product!,It's good laptop for me because coding and running a software aswell as mechanical softwares it awesome laptop for me thanks to Acer laptop and filpkart,5
26135,Great product,Best laptop under this price.,5
26136,Wonderful,"Look n feel of qaulity is not bad it's impressive.
Ppl saying build quality issue not at as usual like every mid range laptop.
Bit look is on professional side rather than gaming one that's good touch.
Speed is quite good but they could haven't to provide extra storage slot.",5
26137,Best in the market!,Good Quality Laptop,5
26138,Super!,Greatly Designed...!!!,5
26139,Terrific purchase,"Superb
Value for money",5
26140,Great product,"Very good product and heating is very less, picture quality is very good but only MS office is missing",5
26141,Worth every penny,Nice 😊,5
26142,Just wow!,"Go for it.if you are searching for a budget friendly laptop under 60k then just go for it.performance is really good.
Only thing u don't like is its speaker.otherwise everything is good.must buy!",5
26143,Just wow!,excellent performance in gaming,5
26144,Fabulous!,Best product under 60k,5
26145,Awesome,"I have received this product yesterday, i damn good with its performance, i tried playing Gta5, it plays vera smooth and good.
Performance-5/5
Ram, Graphics,SSD -5/5
Battery-3.5/5
Display-3/5
Built quality-2.5/5
Again i will write the review after one month",5
26146,Brilliant,"Its Amazing laptop for who used always plugin.
Battery capacity is tooo tooo lowww.
Otherwise its very excellent laptop.
Keyboard back light ok.",5
26147,Classy product,BEST LAPTOP FOR THIS PRICE RANGE AWSOME BUILD QUALITY BUT SPEAKERS ARE LESS LOUD THATS NOT A BIG ISSUE TEMP RARELY GOES 90. MY LAPTOP TEMP LIE UNDER 80 DURING GAMING AND EDITING AND I AM NOT USING IN THE PRESENCE OF AC,5
